Model,Predition,%Error,,,
Omega 212.30.41.20.03.001,Next 30D,1.640504106,,,
Omega 212.30.41.20.03.001,Next 30D,1.862592,,,
Omega 212.30.41.20.03.001,Next 30D,1.900353243,,,
Omega 212.30.41.20.03.001,Next 30D,1.952851035,,,
Omega 212.30.41.20.03.001,Next 30D,0.588510087,,,
Omega 212.30.41.20.03.001,Next 30D,0.598593157,,,
Omega 212.30.41.20.03.001,Next 30D,0.596172899,,,
Omega 212.30.41.20.03.001,Next 30D,0.59907024,,,
Omega 212.30.41.20.03.001,Next 30D,0.598522131,,,
Omega 212.30.41.20.03.001,Next 30D,0.592734149,,,
Omega 212.30.41.20.03.001,Next 30D,0.885116551,,,
Omega 212.30.41.20.03.001,Next 30D,1.447699645,,,
Omega 212.30.41.20.03.001,Next 30D,2.099882685,,,
Omega 212.30.41.20.03.001,Next 30D,2.561038337,,,
Omega 212.30.41.20.03.001,Next 30D,2.54038928,,,
Omega 212.30.41.20.03.001,Next 30D,2.524638886,,,
Omega 212.30.41.20.03.001,Next 30D,2.504680456,,,
Omega 212.30.41.20.03.001,Next 30D,2.336721688,,,
Omega 212.30.41.20.03.001,Next 30D,1.574228056,,,
Omega 212.30.41.20.03.001,Next 30D,1.705370033,,,
Omega 212.30.41.20.03.001,Next 30D,1.729920738,,,
Omega 212.30.41.20.03.001,Next 30D,1.760117779,,,
Omega 212.30.41.20.03.001,Next 30D,3.139609344,,,
Omega 212.30.41.20.03.001,Next 30D,2.638993246,,,
Omega 212.30.41.20.03.001,Next 30D,2.620407004,,,
Omega 212.30.41.20.03.001,Next 30D,2.600794502,,,
Omega 212.30.41.20.03.001,Next 30D,2.373381502,,,
Omega 212.30.41.20.03.001,Next 30D,2.331930948,,,
Omega 212.30.41.20.03.001,Next 30D,2.286470813,,,
Omega 212.30.41.20.03.001,Next 30D,2.231363646,,,
Omega 212.30.41.20.03.001,Next 30D,1.805308094,,,
Omega 212.30.41.20.03.001,Next 30D,1.645946629,,,
Omega 212.30.41.20.03.001,Next 30D,1.659918324,,,
Omega 212.30.41.20.03.001,Next 30D,1.367956341,,,
Omega 212.30.41.20.03.001,Next 30D,1.338038115,,,
Omega 212.30.41.20.03.001,Next 30D,0.78674497,,,
Omega 212.30.41.20.03.001,Next 30D,1.043670976,,,
Omega 212.30.41.20.03.001,Next 30D,1.38095809,,,
Omega 212.30.41.20.03.001,Next 30D,1.660142079,,,
Omega 212.30.41.20.03.001,Next 30D,1.694951784,,,
Omega 212.30.41.20.03.001,Next 30D,1.368899239,,,
Omega 212.30.41.20.03.001,Next 30D,1.207502228,,,
Omega 212.30.41.20.03.001,Next 30D,1.138813503,,,
Omega 212.30.41.20.03.001,Next 30D,1.209504386,,,
Omega 212.30.41.20.03.001,Next 30D,1.142380212,,,
Omega 212.30.41.20.03.001,Next 30D,1.073653913,,,
Omega 212.30.41.20.03.001,Next 30D,0.906556384,,,
Omega 212.30.41.20.03.001,Next 30D,0.835264375,,,
Omega 212.30.41.20.03.001,Next 30D,0.78465827,,,
Omega 212.30.41.20.03.001,Next 30D,0.166692411,,,
Omega 212.30.41.20.03.001,Next 30D,0.089442829,,,
Omega 212.30.41.20.03.001,Next 30D,0.098044751,,,
Omega 212.30.41.20.03.001,Next 30D,0.109422827,,,
Omega 212.30.41.20.03.001,Next 30D,0.194297267,,,
Omega 212.30.41.20.03.001,Next 30D,0.238231814,,,
Omega 212.30.41.20.03.001,Next 30D,0.274934419,,,
Omega 212.30.41.20.03.001,Next 30D,0.301891665,,,
Omega 212.30.41.20.03.001,Next 30D,0.315508359,,,
Omega 212.30.41.20.03.001,Next 30D,0.41523589,,,
Omega 212.30.41.20.03.001,Next 30D,0.43733439,,,
Omega 212.30.41.20.03.001,Next 30D,0.023122346,,,
Omega 212.30.41.20.03.001,Next 30D,0.293361759,,,
Omega 212.30.41.20.03.001,Next 30D,0.347939279,,,
Omega 212.30.41.20.03.001,Next 30D,0.397842426,,,
Omega 212.30.41.20.03.001,Next 30D,0.257604399,,,
Omega 212.30.41.20.03.001,Next 30D,0.009850062,,,
Omega 212.30.41.20.03.001,Next 30D,0.045890441,,,
Omega 212.30.41.20.03.001,Next 30D,0.398119441,,,
Omega 212.30.41.20.03.001,Next 30D,0.953990448,,,
Omega 212.30.41.20.03.001,Next 30D,0.969712407,,,
Omega 212.30.41.20.03.001,Next 30D,0.330543026,,,
Omega 212.30.41.20.03.001,Next 30D,0.302426889,,,
Omega 212.30.41.20.03.001,Next 30D,0.220460675,,,
Omega 212.30.41.20.03.001,Next 30D,1.599782758,,,
Omega 212.30.41.20.03.001,Next 30D,1.356920375,,,
Omega 212.30.41.20.03.001,Next 30D,1.34755431,,,
Omega 212.30.41.20.03.001,Next 30D,1.329646849,,,
Omega 212.30.41.20.03.001,Next 30D,1.061936815,,,
Omega 212.30.41.20.03.001,Next 30D,1.386794224,,,
Omega 212.30.41.20.03.001,Next 30D,1.372761012,,,
Omega 212.30.41.20.03.001,Next 30D,1.336470043,,,
Omega 212.30.41.20.03.001,Next 30D,1.308290086,,,
Omega 212.30.41.20.03.001,Next 30D,1.274935135,,,
Omega 212.30.41.20.03.001,Next 30D,1.869188781,,,
Omega 212.30.41.20.03.001,Next 30D,1.826275097,,,
Omega 212.30.41.20.03.001,Next 30D,1.787056256,,,
Omega 212.30.41.20.03.001,Next 30D,1.758550752,,,
Omega 212.30.41.20.03.001,Next 30D,1.739936197,,,
Omega 212.30.41.20.03.001,Next 30D,1.738391106,,,
Omega 212.30.41.20.03.001,Next 30D,1.728805764,,,
Omega 212.30.41.20.03.001,Next 30D,1.633329584,,,
Omega 212.30.41.20.03.001,Next 30D,1.873920524,,,
Omega 212.30.41.20.03.001,Next 30D,1.780861639,,,
Omega 212.30.41.20.03.001,Next 30D,1.615122861,,,
Omega 212.30.41.20.03.001,Next 30D,1.803036727,,,
Omega 212.30.41.20.03.001,Next 30D,2.184010882,,,
Omega 212.30.41.20.03.001,Next 30D,2.166018848,,,
Omega 212.30.41.20.03.001,Next 30D,2.153269603,,,
Omega 212.30.41.20.03.001,Next 30D,2.122757689,,,
Omega 212.30.41.20.03.001,Next 30D,2.360385826,,,
Omega 212.30.41.20.03.001,Next 30D,2.319311085,,,
Omega 212.30.41.20.03.001,Next 30D,1.908828553,,,
Omega 212.30.41.20.03.001,Next 30D,2.363408187,,,
Omega 212.30.41.20.03.001,Next 30D,2.274624143,,,
Omega 212.30.41.20.03.001,Next 30D,2.242897728,,,
Omega 212.30.41.20.03.001,Next 30D,2.430412917,,,
Omega 212.30.41.20.03.001,Next 30D,2.401722143,,,
Omega 212.30.41.20.03.001,Next 30D,2.320406182,,,
Omega 212.30.41.20.03.001,Next 30D,2.733293922,,,
Omega 212.30.41.20.03.001,Next 30D,2.689189868,,,
Omega 212.30.41.20.03.001,Next 30D,2.881310333,,,
Omega 212.30.41.20.03.001,Next 30D,2.885046226,,,
Omega 212.30.41.20.03.001,Next 30D,2.880590799,,,
Omega 212.30.41.20.03.001,Next 30D,2.871647649,,,
Omega 212.30.41.20.03.001,Next 30D,3.089249301,,,
Omega 212.30.41.20.03.001,Next 30D,3.045395192,,,
Omega 212.30.41.20.03.001,Next 30D,3.052918785,,,
Omega 212.30.41.20.03.001,Next 30D,3.315312931,,,
Omega 212.30.41.20.03.001,Next 30D,3.314737104,,,
Omega 212.30.41.20.03.001,Next 30D,3.408673764,,,
Omega 212.30.41.20.03.001,Next 30D,3.166066769,,,
Omega 212.30.41.20.03.001,Next 30D,3.763935353,,,
Omega 212.30.41.20.03.001,Next 30D,3.877296635,,,
Omega 212.30.41.20.03.001,Next 30D,3.367610703,,,
Omega 212.30.41.20.03.001,Next 30D,2.884938334,,,
Omega 212.30.41.20.03.001,Next 30D,2.823599289,,,
Omega 212.30.41.20.03.001,Next 30D,2.744697972,,,
Omega 212.30.41.20.03.001,Next 90D,2.126454907,,,
Omega 212.30.41.20.03.001,Next 90D,2.220860345,,,
Omega 212.30.41.20.03.001,Next 90D,1.993938356,,,
Omega 212.30.41.20.03.001,Next 90D,1.984165766,,,
Omega 212.30.41.20.03.001,Next 90D,2.143035547,,,
Omega 212.30.41.20.03.001,Next 90D,2.021974922,,,
Omega 212.30.41.20.03.001,Next 90D,2.167804068,,,
Omega 212.30.41.20.03.001,Next 90D,1.749155842,,,
Omega 212.30.41.20.03.001,Next 90D,2.103609891,,,
Omega 212.30.41.20.03.001,Next 90D,2.50238601,,,
Omega 212.30.41.20.03.001,Next 90D,2.854100788,,,
Omega 212.30.41.20.03.001,Next 90D,2.960740773,,,
Omega 212.30.41.20.03.001,Next 90D,2.700322057,,,
Omega 212.30.41.20.03.001,Next 90D,2.623134011,,,
Omega 212.30.41.20.03.001,Next 90D,2.650238998,,,
Omega 212.30.41.20.03.001,Next 90D,2.803807038,,,
Omega 212.30.41.20.03.001,Next 90D,2.817157179,,,
Omega 212.30.41.20.03.001,Next 90D,2.769074479,,,
Omega 212.30.41.20.03.001,Next 90D,2.623690612,,,
Omega 212.30.41.20.03.001,Next 90D,2.584557748,,,
Omega 212.30.41.20.03.001,Next 90D,2.561165099,,,
Omega 212.30.41.20.03.001,Next 90D,1.85697206,,,
Omega 212.30.41.20.03.001,Next 90D,1.491608368,,,
Omega 212.30.41.20.03.001,Next 90D,1.400981887,,,
Omega 212.30.41.20.03.001,Next 90D,1.350041941,,,
Omega 212.30.41.20.03.001,Next 90D,1.314608779,,,
Omega 212.30.41.20.03.001,Next 90D,1.289151541,,,
Omega 212.30.41.20.03.001,Next 90D,1.286349917,,,
Omega 212.30.41.20.03.001,Next 90D,1.308383545,,,
Omega 212.30.41.20.03.001,Next 90D,1.301560453,,,
Omega 212.30.41.20.03.001,Next 90D,1.2024469,,,
Omega 212.30.41.20.03.001,Next 90D,1.19822784,,,
Omega 212.30.41.20.03.001,Next 90D,1.76798856,,,
Omega 212.30.41.20.03.001,Next 90D,2.088264321,,,
Omega 212.30.41.20.03.001,Next 90D,2.201721404,,,
Omega 212.30.41.20.03.001,Next 90D,2.313829461,,,
Omega 212.30.41.20.03.001,Next 90D,2.170185715,,,
Omega 212.30.41.20.03.001,Next 90D,1.892011878,,,
Omega 212.30.41.20.03.001,Next 90D,1.892362227,,,
Omega 212.30.41.20.03.001,Next 90D,1.423295438,,,
Omega 212.30.41.20.03.001,Next 90D,0.860560668,,,
Omega 212.30.41.20.03.001,Next 90D,0.871570873,,,
Omega 212.30.41.20.03.001,Next 90D,1.539985964,,,
Omega 212.30.41.20.03.001,Next 90D,1.540876036,,,
Omega 212.30.41.20.03.001,Next 90D,1.566364607,,,
Omega 212.30.41.20.03.001,Next 90D,0.087973227,,,
Omega 212.30.41.20.03.001,Next 90D,0.285262556,,,
Omega 212.30.41.20.03.001,Next 90D,0.257486828,,,
Omega 212.30.41.20.03.001,Next 90D,0.250770539,,,
Omega 212.30.41.20.03.001,Next 90D,0.487473316,,,
Omega 212.30.41.20.03.001,Next 90D,0.114243283,,,
Omega 212.30.41.20.03.001,Next 90D,0.117749606,,,
Omega 212.30.41.20.03.001,Next 90D,0.114061102,,,
Omega 212.30.41.20.03.001,Next 90D,0.116308001,,,
Omega 212.30.41.20.03.001,Next 90D,0.131793379,,,
Omega 212.30.41.20.03.001,Next 90D,0.484647345,,,
Omega 212.30.41.20.03.001,Next 90D,0.497938022,,,
Omega 212.30.41.20.03.001,Next 90D,0.528338821,,,
Omega 212.30.41.20.03.001,Next 90D,0.587835355,,,
Omega 212.30.41.20.03.001,Next 90D,0.682601433,,,
Omega 212.30.41.20.03.001,Next 90D,0.784900162,,,
Omega 212.30.41.20.03.001,Next 90D,0.883778178,,,
Omega 212.30.41.20.03.001,Next 90D,0.87527478,,,
Omega 212.30.41.20.03.001,Next 90D,1.125579847,,,
Omega 212.30.41.20.03.001,Next 90D,1.156674117,,,
Omega 212.30.41.20.03.001,Next 90D,1.063891133,,,
Omega 212.30.41.20.03.001,Next 90D,1.31544426,,,
Omega 212.30.41.20.03.001,Next 90D,1.660499508,,,
Omega 212.30.41.20.03.001,Next 90D,1.584263378,,,
Omega 212.30.41.20.03.001,Next 90D,1.48191104,,,
Omega 212.30.41.20.03.001,Next 90D,1.383357542,,,
Omega 212.30.41.20.03.001,Next 90D,1.613926377,,,
Omega 212.30.41.20.03.001,Next 90D,1.577561893,,,
Omega 212.30.41.20.03.001,Next 90D,1.148434751,,,
Omega 212.30.41.20.03.001,Next 90D,1.591605606,,,
Omega 212.30.41.20.03.001,Next 90D,1.50619019,,,
Omega 212.30.41.20.03.001,Next 90D,1.560209928,,,
Omega 212.30.41.20.03.001,Next 90D,1.827870303,,,
Omega 212.30.41.20.03.001,Next 90D,1.916604228,,,
Omega 212.30.41.20.03.001,Next 90D,1.964015973,,,
Omega 212.30.41.20.03.001,Next 90D,2.472396654,,,
Omega 212.30.41.20.03.001,Next 90D,2.45920974,,,
Omega 212.30.41.20.03.001,Next 90D,2.660077497,,,
Omega 212.30.41.20.03.001,Next 90D,2.653525474,,,
Omega 212.30.41.20.03.001,Next 90D,2.650776518,,,
Omega 212.30.41.20.03.001,Next 90D,2.748352834,,,
Omega 212.30.41.20.03.001,Next 90D,3.088522651,,,
Omega 212.30.41.20.03.001,Next 90D,3.152118605,,,
Omega 212.30.41.20.03.001,Next 90D,3.227322315,,,
Omega 212.30.41.20.03.001,Next 90D,3.524581093,,,
Omega 212.30.41.20.03.001,Next 90D,3.542025569,,,
Omega 212.30.41.20.03.001,Next 90D,3.665481317,,,
Omega 212.30.41.20.03.001,Next 90D,3.485074135,,,
Omega 212.30.41.20.03.001,Next 90D,4.06095268,,,
Omega 212.30.41.20.03.001,Next 90D,4.141289866,,,
Omega 212.30.41.20.03.001,Next 90D,3.634122028,,,
Omega 212.30.41.20.03.001,Next 90D,3.115699679,,,
Omega 212.30.41.20.03.001,Next 90D,3.012095938,,,
Omega 212.30.41.20.03.001,Next 90D,2.879837489,,,
Omega 311.30.42.30.01.005,Next 30D,1.471438306,,,
Omega 311.30.42.30.01.005,Next 30D,1.596756691,,,
Omega 311.30.42.30.01.005,Next 30D,1.600224842,,,
Omega 311.30.42.30.01.005,Next 30D,1.439694384,,,
Omega 311.30.42.30.01.005,Next 30D,1.528538989,,,
Omega 311.30.42.30.01.005,Next 30D,1.294506097,,,
Omega 311.30.42.30.01.005,Next 30D,1.067144911,,,
Omega 311.30.42.30.01.005,Next 30D,1.024946452,,,
Omega 311.30.42.30.01.005,Next 30D,1.493402166,,,
Omega 311.30.42.30.01.005,Next 30D,0.765129782,,,
Omega 311.30.42.30.01.005,Next 30D,0.245028696,,,
Omega 311.30.42.30.01.005,Next 30D,0.526387035,,,
Omega 311.30.42.30.01.005,Next 30D,0.678875385,,,
Omega 311.30.42.30.01.005,Next 30D,0.035983482,,,
Omega 311.30.42.30.01.005,Next 30D,0.364510664,,,
Omega 311.30.42.30.01.005,Next 30D,0.288361591,,,
Omega 311.30.42.30.01.005,Next 30D,0.101154254,,,
Omega 311.30.42.30.01.005,Next 30D,0.80749848,,,
Omega 311.30.42.30.01.005,Next 30D,1.046786259,,,
Omega 311.30.42.30.01.005,Next 30D,1.088797067,,,
Omega 311.30.42.30.01.005,Next 30D,0.930164565,,,
Omega 311.30.42.30.01.005,Next 30D,0.407391282,,,
Omega 311.30.42.30.01.005,Next 30D,0.634674656,,,
Omega 311.30.42.30.01.005,Next 30D,0.86685429,,,
Omega 311.30.42.30.01.005,Next 30D,1.285896593,,,
Omega 311.30.42.30.01.005,Next 30D,1.028376601,,,
Omega 311.30.42.30.01.005,Next 30D,1.282023479,,,
Omega 311.30.42.30.01.005,Next 30D,0.710243375,,,
Omega 311.30.42.30.01.005,Next 30D,0.641289178,,,
Omega 311.30.42.30.01.005,Next 30D,0.574869475,,,
Omega 311.30.42.30.01.005,Next 30D,0.479404127,,,
Omega 311.30.42.30.01.005,Next 30D,0.840750793,,,
Omega 311.30.42.30.01.005,Next 30D,0.843203343,,,
Omega 311.30.42.30.01.005,Next 30D,0.7384923,,,
Omega 311.30.42.30.01.005,Next 30D,0.886653191,,,
Omega 311.30.42.30.01.005,Next 30D,0.782700849,,,
Omega 311.30.42.30.01.005,Next 30D,0.932643038,,,
Omega 311.30.42.30.01.005,Next 30D,0.770787287,,,
Omega 311.30.42.30.01.005,Next 30D,0.677323631,,,
Omega 311.30.42.30.01.005,Next 30D,0.442626478,,,
Omega 311.30.42.30.01.005,Next 30D,0.278903867,,,
Omega 311.30.42.30.01.005,Next 30D,0.426311947,,,
Omega 311.30.42.30.01.005,Next 30D,0.563745787,,,
Omega 311.30.42.30.01.005,Next 30D,0.548280743,,,
Omega 311.30.42.30.01.005,Next 30D,0.100092478,,,
Omega 311.30.42.30.01.005,Next 30D,0.537340361,,,
Omega 311.30.42.30.01.005,Next 30D,0.406494518,,,
Omega 311.30.42.30.01.005,Next 30D,0.014411876,,,
Omega 311.30.42.30.01.005,Next 30D,0.515121528,,,
Omega 311.30.42.30.01.005,Next 30D,1.088692976,,,
Omega 311.30.42.30.01.005,Next 30D,0.998283938,,,
Omega 311.30.42.30.01.005,Next 30D,0.595736806,,,
Omega 311.30.42.30.01.005,Next 30D,0.198129377,,,
Omega 311.30.42.30.01.005,Next 30D,0.277942297,,,
Omega 311.30.42.30.01.005,Next 30D,0.60278693,,,
Omega 311.30.42.30.01.005,Next 30D,0.919524016,,,
Omega 311.30.42.30.01.005,Next 30D,0.752811085,,,
Omega 311.30.42.30.01.005,Next 30D,0.78766409,,,
Omega 311.30.42.30.01.005,Next 30D,0.083305511,,,
Omega 311.30.42.30.01.005,Next 30D,0.322547916,,,
Omega 311.30.42.30.01.005,Next 30D,0.31611118,,,
Omega 311.30.42.30.01.005,Next 30D,0.319790663,,,
Omega 311.30.42.30.01.005,Next 30D,0.218399017,,,
Omega 311.30.42.30.01.005,Next 30D,0.646051857,,,
Omega 311.30.42.30.01.005,Next 30D,0.836796733,,,
Omega 311.30.42.30.01.005,Next 30D,1.336547074,,,
Omega 311.30.42.30.01.005,Next 30D,1.277935171,,,
Omega 311.30.42.30.01.005,Next 30D,1.459009821,,,
Omega 311.30.42.30.01.005,Next 30D,1.359679868,,,
Omega 311.30.42.30.01.005,Next 30D,0.906208859,,,
Omega 311.30.42.30.01.005,Next 30D,1.086813849,,,
Omega 311.30.42.30.01.005,Next 30D,1.475659098,,,
Omega 311.30.42.30.01.005,Next 30D,1.788716338,,,
Omega 311.30.42.30.01.005,Next 30D,1.977548076,,,
Omega 311.30.42.30.01.005,Next 30D,1.777593849,,,
Omega 311.30.42.30.01.005,Next 30D,1.896605276,,,
Omega 311.30.42.30.01.005,Next 30D,1.98774944,,,
Omega 311.30.42.30.01.005,Next 30D,2.135810848,,,
Omega 311.30.42.30.01.005,Next 30D,2.232648145,,,
Omega 311.30.42.30.01.005,Next 30D,2.518395497,,,
Omega 311.30.42.30.01.005,Next 30D,2.620236018,,,
Omega 311.30.42.30.01.005,Next 30D,3.352548099,,,
Omega 311.30.42.30.01.005,Next 30D,3.678547691,,,
Omega 311.30.42.30.01.005,Next 30D,3.520651891,,,
Omega 311.30.42.30.01.005,Next 30D,3.10979723,,,
Omega 311.30.42.30.01.005,Next 30D,2.715374092,,,
Omega 311.30.42.30.01.005,Next 30D,2.914299144,,,
Omega 311.30.42.30.01.005,Next 30D,2.963298756,,,
Omega 311.30.42.30.01.005,Next 30D,3.046804087,,,
Omega 311.30.42.30.01.005,Next 30D,2.945917245,,,
Omega 311.30.42.30.01.005,Next 30D,3.072245412,,,
Omega 311.30.42.30.01.005,Next 30D,2.719439139,,,
Omega 311.30.42.30.01.005,Next 30D,2.710342125,,,
Omega 311.30.42.30.01.005,Next 30D,2.674648056,,,
Omega 311.30.42.30.01.005,Next 30D,2.206479896,,,
Omega 311.30.42.30.01.005,Next 30D,1.715244,,,
Omega 311.30.42.30.01.005,Next 30D,1.956120306,,,
Omega 311.30.42.30.01.005,Next 30D,1.914094395,,,
Omega 311.30.42.30.01.005,Next 30D,2.037352732,,,
Omega 311.30.42.30.01.005,Next 30D,2.358302848,,,
Omega 311.30.42.30.01.005,Next 30D,2.227047131,,,
Omega 311.30.42.30.01.005,Next 30D,1.7247197,,,
Omega 311.30.42.30.01.005,Next 30D,1.205067367,,,
Omega 311.30.42.30.01.005,Next 30D,1.164945541,,,
Omega 311.30.42.30.01.005,Next 30D,1.603863564,,,
Omega 311.30.42.30.01.005,Next 30D,1.640264475,,,
Omega 311.30.42.30.01.005,Next 30D,1.708573356,,,
Omega 311.30.42.30.01.005,Next 30D,1.583109957,,,
Omega 311.30.42.30.01.005,Next 30D,1.373667873,,,
Omega 311.30.42.30.01.005,Next 30D,1.04398275,,,
Omega 311.30.42.30.01.005,Next 30D,1.235362321,,,
Omega 311.30.42.30.01.005,Next 30D,0.868008064,,,
Omega 311.30.42.30.01.005,Next 30D,0.836629759,,,
Omega 311.30.42.30.01.005,Next 30D,0.784762465,,,
Omega 311.30.42.30.01.005,Next 30D,0.363779756,,,
Omega 311.30.42.30.01.005,Next 30D,0.284908825,,,
Omega 311.30.42.30.01.005,Next 30D,0.25678043,,,
Omega 311.30.42.30.01.005,Next 30D,0.467818526,,,
Omega 311.30.42.30.01.005,Next 30D,0.441823916,,,
Omega 311.30.42.30.01.005,Next 30D,1.012183158,,,
Omega 311.30.42.30.01.005,Next 30D,0.923855779,,,
Omega 311.30.42.30.01.005,Next 30D,0.914203358,,,
Omega 311.30.42.30.01.005,Next 30D,0.994496036,,,
Omega 311.30.42.30.01.005,Next 30D,1.024255992,,,
Omega 311.30.42.30.01.005,Next 30D,1.576430861,,,
Omega 311.30.42.30.01.005,Next 30D,1.576734179,,,
Omega 311.30.42.30.01.005,Next 30D,2.223966485,,,
Omega 311.30.42.30.01.005,Next 30D,1.58421144,,,
Omega 311.30.42.30.01.005,Next 30D,1.42666285,,,
Omega 311.30.42.30.01.005,Next 30D,1.554344211,,,
Omega 311.30.42.30.01.005,Next 30D,1.398617086,,,
Omega 311.30.42.30.01.005,Next 30D,1.262517553,,,
Omega 311.30.42.30.01.005,Next 30D,0.963910367,,,
Omega 311.30.42.30.01.005,Next 30D,0.894482063,,,
Omega 311.30.42.30.01.005,Next 30D,0.788845559,,,
Omega 311.30.42.30.01.005,Next 30D,0.740244916,,,
Omega 311.30.42.30.01.005,Next 30D,0.594332056,,,
Omega 311.30.42.30.01.005,Next 30D,0.563967139,,,
Omega 311.30.42.30.01.005,Next 30D,0.535259289,,,
Omega 311.30.42.30.01.005,Next 30D,0.744199376,,,
Omega 311.30.42.30.01.005,Next 30D,0.757228945,,,
Omega 311.30.42.30.01.005,Next 30D,0.695980776,,,
Omega 311.30.42.30.01.005,Next 30D,0.572849212,,,
Omega 311.30.42.30.01.005,Next 30D,0.317610489,,,
Omega 311.30.42.30.01.005,Next 30D,0.005891145,,,
Omega 311.30.42.30.01.005,Next 30D,0.005618084,,,
Omega 311.30.42.30.01.005,Next 30D,0.037558942,,,
Omega 311.30.42.30.01.005,Next 30D,0.159147868,,,
Omega 311.30.42.30.01.005,Next 30D,0.043972494,,,
Omega 311.30.42.30.01.005,Next 30D,0.04426175,,,
Omega 311.30.42.30.01.005,Next 30D,0.092651974,,,
Omega 311.30.42.30.01.005,Next 30D,0.116658629,,,
Omega 311.30.42.30.01.005,Next 30D,0.118089541,,,
Omega 311.30.42.30.01.005,Next 30D,0.056981437,,,
Omega 311.30.42.30.01.005,Next 30D,0.139959074,,,
Omega 311.30.42.30.01.005,Next 30D,0.151577727,,,
Omega 311.30.42.30.01.005,Next 30D,0.305745282,,,
Omega 311.30.42.30.01.005,Next 30D,0.706234,,,
Omega 311.30.42.30.01.005,Next 30D,1.151826715,,,
Omega 311.30.42.30.01.005,Next 90D,2.508504874,,,
Omega 311.30.42.30.01.005,Next 90D,2.488050725,,,
Omega 311.30.42.30.01.005,Next 90D,2.617994639,,,
Omega 311.30.42.30.01.005,Next 90D,2.185625821,,,
Omega 311.30.42.30.01.005,Next 90D,1.932107437,,,
Omega 311.30.42.30.01.005,Next 90D,1.341397348,,,
Omega 311.30.42.30.01.005,Next 90D,1.303767397,,,
Omega 311.30.42.30.01.005,Next 90D,1.01870718,,,
Omega 311.30.42.30.01.005,Next 90D,1.058400087,,,
Omega 311.30.42.30.01.005,Next 90D,1.525166794,,,
Omega 311.30.42.30.01.005,Next 90D,1.377807048,,,
Omega 311.30.42.30.01.005,Next 90D,1.01063995,,,
Omega 311.30.42.30.01.005,Next 90D,0.709983846,,,
Omega 311.30.42.30.01.005,Next 90D,0.503624171,,,
Omega 311.30.42.30.01.005,Next 90D,0.653114189,,,
Omega 311.30.42.30.01.005,Next 90D,0.47534726,,,
Omega 311.30.42.30.01.005,Next 90D,0.37090717,,,
Omega 311.30.42.30.01.005,Next 90D,0.221215257,,,
Omega 311.30.42.30.01.005,Next 90D,0.100263177,,,
Omega 311.30.42.30.01.005,Next 90D,0.224329825,,,
Omega 311.30.42.30.01.005,Next 90D,0.383092908,,,
Omega 311.30.42.30.01.005,Next 90D,1.191403993,,,
Omega 311.30.42.30.01.005,Next 90D,1.558757043,,,
Omega 311.30.42.30.01.005,Next 90D,1.392810472,,,
Omega 311.30.42.30.01.005,Next 90D,0.952666307,,,
Omega 311.30.42.30.01.005,Next 90D,0.539390038,,,
Omega 311.30.42.30.01.005,Next 90D,0.743140987,,,
Omega 311.30.42.30.01.005,Next 90D,0.800521484,,,
Omega 311.30.42.30.01.005,Next 90D,0.909871344,,,
Omega 311.30.42.30.01.005,Next 90D,0.818666951,,,
Omega 311.30.42.30.01.005,Next 90D,0.931693316,,,
Omega 311.30.42.30.01.005,Next 90D,0.547633335,,,
Omega 311.30.42.30.01.005,Next 90D,0.527098555,,,
Omega 311.30.42.30.01.005,Next 90D,0.533183482,,,
Omega 311.30.42.30.01.005,Next 90D,0.172750885,,,
Omega 311.30.42.30.01.005,Next 90D,0.173133342,,,
Omega 311.30.42.30.01.005,Next 90D,0.208758206,,,
Omega 311.30.42.30.01.005,Next 90D,0.251798937,,,
Omega 311.30.42.30.01.005,Next 90D,0.420525017,,,
Omega 311.30.42.30.01.005,Next 90D,0.789406927,,,
Omega 311.30.42.30.01.005,Next 90D,0.707894883,,,
Omega 311.30.42.30.01.005,Next 90D,0.240326201,,,
Omega 311.30.42.30.01.005,Next 90D,0.253297788,,,
Omega 311.30.42.30.01.005,Next 90D,0.277462467,,,
Omega 311.30.42.30.01.005,Next 90D,0.146256782,,,
Omega 311.30.42.30.01.005,Next 90D,0.133028288,,,
Omega 311.30.42.30.01.005,Next 90D,0.165597227,,,
Omega 311.30.42.30.01.005,Next 90D,0.020352539,,,
Omega 311.30.42.30.01.005,Next 90D,0.185608731,,,
Omega 311.30.42.30.01.005,Next 90D,0.501424588,,,
Omega 311.30.42.30.01.005,Next 90D,0.308707953,,,
Omega 311.30.42.30.01.005,Next 90D,0.724001291,,,
Omega 311.30.42.30.01.005,Next 90D,0.81480071,,,
Omega 311.30.42.30.01.005,Next 90D,0.884718384,,,
Omega 311.30.42.30.01.005,Next 90D,1.288368349,,,
Omega 311.30.42.30.01.005,Next 90D,1.310708603,,,
Omega 311.30.42.30.01.005,Next 90D,1.275733065,,,
Omega 311.30.42.30.01.005,Next 90D,1.027464577,,,
Omega 311.30.42.30.01.005,Next 90D,1.076297,,,
Omega 311.30.42.30.01.005,Next 90D,0.536636339,,,
Omega 311.30.42.30.01.005,Next 90D,0.652462837,,,
Omega 311.30.42.30.01.005,Next 90D,0.667974406,,,
Omega 311.30.42.30.01.005,Next 90D,0.557044784,,,
Omega 311.30.42.30.01.005,Next 90D,0.485903172,,,
Omega 311.30.42.30.01.005,Next 90D,0.122738037,,,
Omega 311.30.42.30.01.005,Next 90D,0.243519182,,,
